Date;Indicator;Province;Destination;value
2023-April;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;10598.0
2023-June;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;2496.0
2022-October;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;817.0
2022-December;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;5233.0
2023-June;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;92940.0
2021-August;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;13262.0
2021-September;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;19238.0
2022-October;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;76493.0
2023-November;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;61949.0
2021-January;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;27788.0
2022-July;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;150213.0
2022-September;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;69334.0
2023-September;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;128032.0
2023-October;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;96187.0
2021-December;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;55544.0
2021-March;Tourists Number (Overnight Visitors);Eastern Province;Dammam;8959.0
2022-April;Tourists Number (Overnight Visitors);Eastern Province;Dammam;96238.0
2021-June;Tourists Number (Overnight Visitors);Eastern Province;Dammam;35998.0
2023-June;Tourists Number (Overnight Visitors);Eastern Province;Dammam;117524.0
2021-December;Tourists Number (Overnight Visitors);Eastern Province;Dammam;50536.0
2022-March;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;73855.0
2022-April;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;66246.0
2023-July;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;130768.0
2022-August;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;105160.0
2021-September;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;28278.0
2023-September;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;120856.0
2021-October;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;45319.0
2022-November;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;82803.0
2023-April;Tourists Number (Overnight Visitors);Hail Province;Hail;29591.0
2021-June;Tourists Number (Overnight Visitors);Hail Province;Hail;279.0
2022-June;Tourists Number (Overnight Visitors);Hail Province;Hail;9864.0
2021-September;Tourists Number (Overnight Visitors);Hail Province;Hail;490.0
2022-November;Tourists Number (Overnight Visitors);Hail Province;Hail;17616.0
year-March;Tourists Number (Overnight Visitors);Hail Province;Other Hail;
year-June;Tourists Number (Overnight Visitors);Hail Province;Other Hail;
2021-January;Tourists Number (Overnight Visitors);Jazan Province;Jazan;232.0
2021-March;Tourists Number (Overnight Visitors);Jazan Province;Jazan;693.0
2022-July;Tourists Number (Overnight Visitors);Jazan Province;Jazan;22.0
2023-July;Tourists Number (Overnight Visitors);Jazan Province;Jazan;883.0
2021-September;Tourists Number (Overnight Visitors);Jazan Province;Jazan;3.0
2021-November;Tourists Number (Overnight Visitors);Jazan Province;Jazan;14.0
2023-November;Tourists Number (Overnight Visitors);Jazan Province;Jazan;204.0
2021-February;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;16.0
2021-June;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;104.0
2022-October;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;274.0
2023-October;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;0.0
2023-November;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;823.0
2023-February;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;5537.0
2021-April;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;244.0
2022-June;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;1964.0
2023-June;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;7839.0
2022-August;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;1.0
2023-September;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;8456.0
2022-October;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;5654.0
2023-October;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;7142.0
2023-November;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;9550.0
2023-January;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;7529.0
2022-August;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;170.0
2023-September;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;4853.0
2021-October;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;619.0
2023-October;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;8350.0
2021-November;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;1080.0
2023-December;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;8968.0
year-April;Tourists Number (Overnight Visitors);Jouf Province;Other Jouf;
2023-August;Tourists Number (Overnight Visitors);Jouf Province;Other Jouf;1322.0
2023-September;Tourists Number (Overnight Visitors);Jouf Province;Other Jouf;1932.0
2023-November;Tourists Number (Overnight Visitors);Jouf Province;Other Jouf;1584.0
2022-January;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;848.0
2022-March;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;2568.0
2021-April;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;15.0
2022-May;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;195.0
2023-May;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;6064.0
2021-August;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;246.0
2023-August;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;4539.0
2023-November;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;7245.0
2022-December;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;40471.0
2021-January;Tourists Number (Overnight Visitors);Madinah Province;Madinah;91.0
2021-March;Tourists Number (Overnight Visitors);Madinah Province;Madinah;2443.0
2022-March;Tourists Number (Overnight Visitors);Madinah Province;Madinah;1582.0
2023-March;Tourists Number (Overnight Visitors);Madinah Province;Madinah;10526.0
2022-May;Tourists Number (Overnight Visitors);Madinah Province;Madinah;1112.0
2023-May;Tourists Number (Overnight Visitors);Madinah Province;Madinah;8597.0
2023-October;Tourists Number (Overnight Visitors);Madinah Province;Madinah;9910.0
2021-April;Tourists Number (Overnight Visitors);Madinah Province;Yanbu;15.0
year-June;Tourists Number (Overnight Visitors);Madinah Province;Yanbu;
2023-March;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;232.0
2023-August;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;0.0
2021-September;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;36.0
2023-September;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;0.0
2022-November;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;72.0
2023-December;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;0.0
2023-May;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;106815.0
2023-June;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;157663.0
2022-August;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;59393.0
2021-September;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;14909.0
2023-December;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;181472.0
2021-July;Tourists Number (Overnight Visitors);Makkah Province;Makkah;13238.0
2022-July;Tourists Number (Overnight Visitors);Makkah Province;Makkah;843041.0
2021-September;Tourists Number (Overnight Visitors);Makkah Province;Makkah;36384.0
2023-October;Tourists Number (Overnight Visitors);Makkah Province;Makkah;1389210.0
2023-November;Tourists Number (Overnight Visitors);Makkah Province;Makkah;1420111.0
2023-July;Tourists Number (Overnight Visitors);Makkah Province;Rabigh;67.0
2023-January;Tourists Number (Overnight Visitors);Makkah Province;Taif;3553.0
2023-February;Tourists Number (Overnight Visitors);Makkah Province;Taif;5750.0
2021-March;Tourists Number (Overnight Visitors);Makkah Province;Taif;381.0
2022-April;Tourists Number (Overnight Visitors);Makkah Province;Taif;554.0
2021-July;Tourists Number (Overnight Visitors);Makkah Province;Taif;31.0
2021-September;Tourists Number (Overnight Visitors);Makkah Province;Taif;73.0
2023-November;Tourists Number (Overnight Visitors);Makkah Province;Taif;5833.0
2022-March;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;1.0
2021-April;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;326.0
2022-April;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;1.0
2021-July;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;101.0
2021-August;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;44.0
2022-September;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;0.0
2021-November;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;185.0
2021-January;Tourists Number (Overnight Visitors);Najran Province;Najran;196.0
2023-January;Tourists Number (Overnight Visitors);Najran Province;Najran;3154.0
2023-May;Tourists Number (Overnight Visitors);Najran Province;Najran;326.0
2022-July;Tourists Number (Overnight Visitors);Najran Province;Najran;477.0
2022-August;Tourists Number (Overnight Visitors);Najran Province;Najran;758.0
2022-September;Tourists Number (Overnight Visitors);Najran Province;Najran;1264.0
2021-October;Tourists Number (Overnight Visitors);Najran Province;Najran;636.0
2021-February;Tourists Number (Overnight Visitors);Najran Province;Other Najran;30.0
2023-February;Tourists Number (Overnight Visitors);Najran Province;Other Najran;0.0
2023-March;Tourists Number (Overnight Visitors);Najran Province;Other Najran;0.0
2021-September;Tourists Number (Overnight Visitors);Najran Province;Other Najran;36.0
2023-September;Tourists Number (Overnight Visitors);Najran Province;Other Najran;0.0
2022-October;Tourists Number (Overnight Visitors);Najran Province;Other Najran;145.0
2023-October;Tourists Number (Overnight Visitors);Najran Province;Other Najran;0.0
2022-March;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;36978.0
2023-March;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;8916.0
2022-April;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;44500.0
2022-August;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;67761.0
2022-December;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;51.0
2023-January;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;11174.0
2021-February;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;584.0
2021-April;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;1587.0
2022-April;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;15762.0
2022-May;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;29917.0
2021-June;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;1726.0
2021-July;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;7131.0
2021-August;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;3309.0
2023-September;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;18206.0
2022-December;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;243.0
2022-March;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;150525.0
2021-July;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;87729.0
2022-July;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;178640.0
2023-October;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;187942.0
2022-November;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;170348.0
2021-December;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;240630.0
2021-January;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;1665.0
2021-June;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;1100.0
2021-July;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;1297.0
2022-July;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;21839.0
2023-August;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;18369.0
2022-November;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;7356.0
2021-February;Tourists Number (Overnight Visitors);Tabuk Province;Duba;257.0
year-April;Tourists Number (Overnight Visitors);Tabuk Province;Duba;
2023-July;Tourists Number (Overnight Visitors);Tabuk Province;Duba;780.0
2023-August;Tourists Number (Overnight Visitors);Tabuk Province;Duba;778.0
2023-September;Tourists Number (Overnight Visitors);Tabuk Province;Duba;246.0
2023-October;Tourists Number (Overnight Visitors);Tabuk Province;Duba;1165.0
2023-November;Tourists Number (Overnight Visitors);Tabuk Province;Duba;1494.0
2021-December;Tourists Number (Overnight Visitors);Tabuk Province;Duba;385.0
2023-December;Tourists Number (Overnight Visitors);Tabuk Province;Duba;954.0
2022-June;Tourists Number (Overnight Visitors);Tabuk Province;Tabuk;10212.0
2023-June;Tourists Number (Overnight Visitors);Tabuk Province;Umluj;840.0
2023-March;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;744.0
2021-September;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;139.0
2023-September;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;738.0
2022-October;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;68.0
2023-October;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;1510.0
2023-January;Tourists Number (Overnight Visitors);Total;Total;2481869.0
2023-February;Tourists Number (Overnight Visitors);Total;Total;2455777.0
2022-March;Tourists Number (Overnight Visitors);Total;Total;1217114.0
2021-April;Tourists Number (Overnight Visitors);Total;Total;176031.0
2021-May;Tourists Number (Overnight Visitors);Total;Total;184845.0
2022-May;Tourists Number (Overnight Visitors);Total;Total;1104371.0
2021-July;Tourists Number (Overnight Visitors);Total;Total;231295.0
2022-January;Tourists Spending (SAR);Albaha province;Al Bahah;322104.12982974574
2023-January;Tourists Spending (SAR);Albaha province;Al Bahah;1478175.45
2021-March;Tourists Spending (SAR);Albaha province;Al Bahah;38707.33
2022-April;Tourists Spending (SAR);Albaha province;Al Bahah;229958.1494643025
2021-May;Tourists Spending (SAR);Albaha province;Al Bahah;126752.2
2021-August;Tourists Spending (SAR);Albaha province;Al Bahah;95415.37
2022-August;Tourists Spending (SAR);Albaha province;Al Bahah;3137823.3033625013
2022-September;Tourists Spending (SAR);Albaha province;Al Bahah;736353.9052836248
2023-October;Tourists Spending (SAR);Albaha province;Al Bahah;4564939.33
year-February;Tourists Spending (SAR);Albaha province;BILJURASHI;
year-May;Tourists Spending (SAR);Albaha province;BILJURASHI;
year-August;Tourists Spending (SAR);Albaha province;BILJURASHI;
year-September;Tourists Spending (SAR);Albaha province;BILJURASHI;
year-June;Tourists Spending (SAR);Albaha province;Other AlBaha;
